FID,HUC12,FP_Areakm2,StrmOrder
2671,140500030109,0.1019340,3
2672,140500030110,2.1223400,4
2673,140500030301,0.3331200,3
2674,140500030302,0.6311040,4
2675,140500030303,2.1097600,5
2676,140500030401,1.0510200,3
2677,140500030402,1.6129600,4
2678,140500030403,3.4333000,3
2679,140500030404,2.2057600,4
2680,140500030701,3.6183300,4
2681,140500030702,0.5514890,5
2682,140500030703,1.4110200,3
2683,140500030705,5.2182298,6
2684,140500030801,1.4405100,2
2685,140500030802,1.7658800,3
2686,140500030803,0.9479720,2
2687,140500030804,1.8891300,6
2688,140500030808,0.0055542,4
2689,140500030809,3.3186500,6
2690,140500030901,3.1283100,6
2691,140500030902,3.2026000,6
2692,140500030903,2.7523999,6
2693,140500030904,1.5089200,3
2694,140500030905,7.8665500,6
2695,140500030906,0.3719040,4
2696,140500030907,8.1618099,6
2697,140500030908,0.0266243,3
2698,140500030909,5.5555301,6
2699,140500031003,0.6611950,3
2700,140500031004,0.8782530,3
2701,140500031005,0.0051900,4
2702,140500031006,1.4633700,4
2703,140500031008,1.8351901,4
2704,140500031101,0.9107810,3
2705,140500031102,5.2804699,6
2706,140500031103,2.9215901,6
2707,140500050101,2.0309701,3
2708,140500050102,0.6591440,4
2709,140500050103,0.2214720,3
2710,140500050104,1.8105900,4
2711,140500050105,1.1137500,5
2712,140500050106,0.2274180,3
2713,140500050107,0.1723970,2
2714,140500050108,2.5148399,5
2715,140500050201,1.0326500,3
2716,140500050202,0.1750330,3
2717,140500050203,1.1384600,4
2718,140500050204,0.9598010,4
2719,140500050205,3.2715099,5
2720,140500050301,1.8861600,3
2721,140500050302,0.7545380,3
2722,140500050303,0.1939130,2
2723,140500050304,1.5235800,3
2724,140500050305,3.6222899,5
2725,140500050306,2.6817000,3
2726,140500050307,2.7450900,4
2727,140500050308,0.8959390,3
2728,140500050309,0.8142610,3
2729,140500050310,7.5326200,5
2730,140500050401,2.2918100,3
2731,140500050402,0.6966930,5
2732,140500050403,1.9230900,5
2733,140500050404,0.8597330,3
2734,140500050405,1.2210701,4
2735,140500050406,8.8762798,5
2736,140500050407,0.8571490,2
2737,140500050408,3.7081900,5
2738,140500050501,1.2793100,3
2739,140500050502,5.3190598,6
2740,140500050503,0.5270180,3
2741,140500050504,0.9079800,2
2742,140500050505,1.3085700,4
2743,140500050506,2.4302800,5
2744,140500050507,3.8190300,6
2745,140500060101,0.2224780,4
2746,140500060102,0.4397550,4
2747,140500060103,0.9741270,3
2748,140500060104,0.7804250,4
2749,140500060105,1.9069300,4
2750,140500060106,2.1499200,4
2751,140500060107,1.2496001,5
2752,140500060108,1.1627899,3
2753,140500060109,1.7088300,5
2754,140500060110,1.6399100,5
2755,140500060201,1.3442000,3
2756,140500060202,1.0062200,3
2757,140500060203,1.9219199,5
2758,140500060204,0.6082740,3
2759,140500060205,2.0984700,5
2760,140500060206,3.6603000,5
2761,140500060207,0.6014100,3
2762,140500060208,0.3411310,3
2763,140500060209,0.9008680,5
2764,140500060210,1.9320400,5
2765,140500060211,2.2524099,5
2766,140500060301,1.4709500,4
2767,140500060302,2.3360000,4
2768,140500060303,1.0218500,3
2769,140500060304,1.1700500,3
2770,140500060305,1.0456700,4
2771,140500060306,1.2108500,3
2772,140500060307,2.5391099,4
2773,140500060308,1.8616199,4
2774,140500070101,1.0010300,3
2775,140500070102,0.7020070,4
2776,140500070103,0.8190500,4
2777,140500070104,0.8305890,3
2778,140500070105,2.4153500,5
2779,140500070106,1.0783700,4
2780,140500070201,0.8280240,4
2781,140500070202,1.4140400,4
2782,140500070203,0.8289840,3
2783,140500070204,0.6427810,3
2784,140500070205,2.4691899,4
2785,140500070206,1.7701200,5
2786,140500070301,1.2085299,5
2787,140500070302,1.7366600,3
2788,140500070303,1.1018100,5
2789,140500070304,2.0916400,5
2790,140500070401,6.3866000,6
2791,140500070402,2.0964799,3
2792,140500070403,0.7653540,5
2793,140500070404,1.0617599,4
2794,140500070405,1.2497100,5
2795,140500070406,5.4265399,6
2796,140500070407,8.2551098,6
2797,140500070501,1.1003100,4
2798,140500070502,0.1726390,4
2799,140500070503,0.0619565,3
2800,140500070504,10.2257996,6
2801,140500070506,0.0562018,4
2802,140500070507,1.3317800,4
2803,140500070508,3.5891399,6
2804,140500070510,1.8642000,6
2805,140500070601,0.7102440,3
2806,140500070602,0.3981840,3
2807,140500070603,1.0337300,4
2808,140500070604,1.4009600,3
2809,140500070605,0.1468140,4
2810,140500070606,1.8237900,4
2811,140500070608,0.3182030,3
2812,140600100501,0.2927110,4
2813,140600100601,0.5305460,2
2814,140600100602,1.6480401,8
2815,140801010101,0.2756490,3
2816,140801010102,0.2668890,3
2817,140801010103,0.1659990,2
2818,140801010104,1.0165700,3
2819,140801010201,0.1201970,1
2820,140801010202,0.1734380,3
2821,140801010203,0.4087570,2
2822,140801010204,1.4074000,4
2823,140801010301,0.0795839,2
2824,140801010302,0.2853520,3
2825,140801010303,1.5918100,3
2826,140801010304,1.2505900,3
2827,140801010305,1.1442500,4
2828,140801010306,1.3610801,4
2829,140801010401,0.6349490,2
2830,140801010402,0.4759370,4
2831,140801010403,0.7888420,3
2832,140801010404,1.5514500,4
2833,140801010405,0.1416940,2
2834,140801010406,0.1828850,4
2835,140801010407,1.6368099,4
2836,140801010408,1.4673001,5
2837,140801010601,0.3283170,2
2838,140801010602,0.5897250,3
2839,140801010603,0.8757870,3
2840,140801010604,0.6684250,2
2841,140801010605,0.3866030,3
2842,140801010606,2.0726600,3
2843,140801010607,0.9381850,3
2844,140801010608,0.8551750,3
2845,140801010610,1.0422200,5
2846,140801010701,0.6577540,2
2847,140801010702,2.1249499,5
2848,140801010703,0.6531940,2
2849,140801010704,0.9634840,3
2850,140801010705,2.3085301,6
2851,140801010801,0.0311972,3
2852,140801010802,0.2038500,1
2853,140801010803,9.3031902,6
2854,140801011102,0.6572290,3
2855,140801011103,1.4577700,3
2856,140801011104,0.6714480,3
2857,140801011105,0.3547080,3
2858,140801011106,0.6876050,3
2859,140801011201,0.6767420,3
2860,140801011202,0.7058700,3
2861,140801011203,0.7809760,3
2862,140801011204,0.3270350,2
2863,140801011205,10.9400997,4
2864,140801011301,0.3673480,2
2865,140801011302,1.0676900,2
2866,140801011303,2.8719599,3
2867,140801011401,1.8390000,4
2868,140801011402,0.5186190,2
2869,140801011403,7.7137098,4
2870,140801011501,1.6886400,2
2871,140801011502,3.8255401,4
2872,140801011503,0.0148968,2
2873,140801011504,1.5221400,2
2874,140801011505,1.3274100,2
2875,140801011506,3.6220801,4
2876,140801011507,0.2327570,4
2877,140801011601,1.4386600,2
2878,140801011602,2.0104599,6
2879,140801011801,0.2234420,2
2880,140801020101,1.3095400,3
2881,140801020102,0.7545820,3
2882,140801020103,2.8956699,3
2883,140801020104,0.3885040,4
2884,140801020201,0.2905790,2
2885,140801020202,1.0035100,2
2886,140801020203,0.4396780,2
2887,140801020204,0.6007060,4
2888,140801020205,1.2709700,4
2889,140801020206,0.8547750,4
2890,140801020301,0.4983280,2
2891,140801020302,1.0869000,2
2892,140801020401,1.1208000,2
2893,140801020402,1.1834700,3
2894,140801020403,0.5364010,3
2895,140801020404,0.9292040,3
2896,140801020405,1.0309000,3
2897,140801020501,1.3318501,4
2898,140801020502,2.5921400,4
2899,140801020503,7.5257301,6
2900,140801040101,1.2504400,3
2901,140801040102,0.4815290,3
2902,140801040103,1.2920400,3
2903,140801040104,1.7687401,4
2904,140801040201,0.4376470,2
2905,140801040202,0.9039860,3
2906,140801040203,0.4356450,4
2907,140801040301,0.1654410,3
2908,140801040302,0.7563550,4
2909,140801040303,0.2121420,2
2910,140801040304,0.9472060,4
2911,140801040401,0.0054460,3
2912,140801040402,0.3054400,2
2913,140801040403,0.3436620,3
2914,140801040404,0.2404820,3
2915,140801040405,0.4724340,3
2916,140801040406,0.3475030,4
2917,140801040407,1.6353900,5
2918,140801040501,1.4362600,4
2919,140801040502,3.7893701,2
2920,140801040503,4.4566698,5
2921,140801040504,7.6433401,5
2922,140801040601,1.2123500,5
2923,140801040602,0.5931250,3
2924,140801040603,0.7185680,3
2925,140801040604,2.4116800,5
2926,140801040701,0.2258680,3
2927,140801040702,0.7458170,3
2928,140801040703,2.4830101,3
2929,140801040704,1.4638900,3
2930,140801040801,1.2634300,3
2931,140801040802,0.0167994,3
2932,140801040803,3.2485700,3
2933,140801040804,1.6795100,3
2934,140801040901,1.1786600,5
2935,140801040902,2.7692599,2
2936,140801040903,2.9339499,5
2937,140801040904,1.2790000,5
2938,140801041001,0.0808618,2
2939,140801041002,1.0462600,5
2940,140801050101,0.2570260,3
2941,140801050102,3.9020300,3
2942,140801050103,0.3374970,2
2943,140801050104,0.5848240,2
2944,140801050105,3.1340899,3
2945,140801050106,0.6855540,3
2946,140801050107,1.4691000,3
2947,140801050108,1.6600600,3
2948,140801050109,2.5138400,4
2949,140801050110,2.4737401,4
2950,140801050201,0.4219290,3
2951,140801050202,1.8883100,4
2952,140801050203,0.5278530,4
2953,140801050301,0.0503748,2
2954,140801070102,1.4470299,4
2955,140801070103,1.8098201,4
2956,140801070104,2.2467599,4
2957,140801070105,0.7251440,3
2958,140801070106,0.5269620,3
2959,140801070107,0.7770760,3
2960,140801070108,2.1526301,4
2961,140801070201,1.1572500,4
2962,140801070202,0.6876430,4
2963,140801070203,0.3702020,3
2964,140801070204,0.9484160,4
2965,140801070205,0.4397790,4
2966,140801070206,0.2269140,4
2967,140801070207,0.3575600,3
2968,140801070208,0.6011060,4
2969,140801070209,2.0619700,5
2970,140801070210,0.8171010,3
2971,140801070211,0.1458000,2
2972,140801070212,1.3674200,5
2973,140801070301,5.7082100,5
2974,140801070302,0.1958600,3
2975,140801070303,2.6500299,3
2976,140801070304,1.6835500,3
2977,140801070305,1.5615700,5
2978,140801070306,0.8132270,5
2979,140801070307,0.0892403,2
2980,140801070308,2.8970799,5
2981,140801070310,0.0185994,3
2982,140801070311,2.0795901,5
2983,140802010202,0.0318833,4
2984,140802010205,1.8939900,7
2985,140802010207,3.4057100,3
2986,140802010208,1.6643400,4
2987,140802010209,0.0049746,2
2988,140802010210,0.0321081,4
2989,140802020101,4.1813698,3
2990,140802020102,1.3253900,4
2991,140802020103,1.7331899,4
2992,140802020104,1.7059100,4
2993,140802020105,3.2428801,4
2994,140802020106,1.8394001,5
2995,140802020201,0.1608950,3
2996,140802020202,1.8110600,4
2997,140802020203,0.2668580,2
2998,140802020204,0.9517670,3
2999,140802020205,0.3559600,4
3000,140802020206,1.9080499,4
3001,140802020207,0.0195991,2
3002,140802020208,1.5906399,4
3003,140802020209,2.2717299,4
3004,140802020210,1.4345100,4
3005,140802020301,1.5787400,5
3006,140802020302,1.3438801,5
3007,140802020303,1.8708700,5
3008,140802020304,1.4408300,5
3009,140802020305,2.5166600,5
3010,140802020403,0.0009474,5
3011,140802030201,1.3223300,3
3012,140802030202,0.0743706,4
3013,140802030203,0.4698440,2
3014,140802030204,0.7221210,4
3015,140802030301,0.2227140,3
3016,140802030302,0.8859500,3
3017,140802030303,0.1406360,3
3018,140802030401,0.0034851,4
3019,140802030402,0.4542310,4
3020,140802030403,0.6015650,3
3021,140802030404,1.0188299,4
3022,140802030405,1.6761800,4
3023,140802030406,1.0462300,4
3024,140802030407,0.8396790,2
