,FID,HUC12,FREQUENCY,SUM_area_km2,Unnamed: 0,FP_Areakm2,Area_Density
286,-1,101900060602,8,0.144338629048434,307,1.4456299543380735,0.09984479680661011
287,-1,101900060603,12,0.38961476064287104,308,2.7249701023101807,0.14297946253155683
288,-1,101900060604,14,0.184444403348607,309,7.946420192718506,0.023211005569226985
289,-1,101900060605,15,0.25260688647540497,310,16.292699813842773,0.015504298818590058
290,-1,101900060606,49,1.5694821702782067,311,8.755009651184082,0.17926675501333572
291,-1,101900060607,15,0.713728111237288,312,4.617819786071777,0.15455954201375022
292,-1,101900070101,5,0.283439699560404,313,1.228760004043579,0.23067132607479593
293,-1,101900070102,1,0.247789993882179,314,0.4592440128326416,0.5395606408754184
294,-1,101900070103,2,0.005254759918898,315,0.009086829610168934,0.5782830914995344
295,-1,101900070104,1,0.055790398269892,316,0.31222400069236755,0.17868709050609452
296,-1,101900070105,14,0.130200655476074,317,1.4934099912643433,0.08718346350813161
297,-1,101900070201,6,0.140708023074694,318,0.20227299630641934,0.6956342450256593
298,-1,101900070202,10,0.113244268883136,319,0.2254550009965897,0.502292113204661
299,-1,101900070203,4,0.009030196590174,320,1.1521999835968018,0.00783735177810418
300,-1,101900070204,10,0.035099680615530995,321,2.403909921646118,0.014601079807306546
301,-1,101900070205,6,0.073991159675643,322,1.0140199661254885,0.07296814870259304
302,-1,101900070206,4,0.027741336714826,323,0.217630997300148,0.12746960248758246
303,-1,101900070208,14,0.525253739673644,325,3.232830047607422,0.16247490030055178
304,-1,101900070210,2,0.017945329658687,327,1.3724299669265747,0.013075588621016375
305,-1,101900070301,6,0.111363159492612,328,0.8453260064125061,0.13173989519762686
306,-1,101900070304,2,0.016331239603459998,331,0.3994509875774384,0.0408842138618921
307,-1,101900070402,5,0.135009632076617,333,0.7983980178833008,0.16910066038810098
308,-1,101900070403,6,0.27900487091392306,334,0.4646449983119965,0.6004688997568395
309,-1,101900070404,9,0.158547898754478,335,1.1955599784851074,0.13261392285427107
310,-1,101900070501,7,0.087248037751664,336,0.9156770110130309,0.09528254690498326
311,-1,101900070502,9,0.415500948351109,337,1.6148099899291992,0.2573064019558899
312,-1,101900070503,8,0.21766985182330198,338,0.8200780153274536,0.2654257860288906
313,-1,101900070504,6,0.283797878961195,339,1.7096799612045288,0.16599473901609607
314,-1,101900070601,11,0.6242996973451229,340,1.6241799592971802,0.38437840201850026
315,-1,101900070602,4,0.273252792656422,341,1.2793999910354614,0.2135788608496623
316,-1,101900070603,7,0.13972262409515698,342,1.5130599737167358,0.09234440572235694
317,-1,101900070701,1,0.0006119529716669999,343,1.2455999851226809,0.000491291730070732
318,-1,101900070702,11,0.32504279709246503,344,1.2693500518798828,0.2560702594300784
319,-1,101900070703,5,0.034784689196385,345,0.5315009951591492,0.06544614123623475
320,-1,101900070704,6,0.14486161759123198,346,3.9557099342346187,0.03662088980223999
321,-1,101900070801,22,0.169989663016167,347,0.8164809942245483,0.20819794241213715
322,-1,101900070803,25,0.20051992929347798,349,3.0871400833129883,0.06495329783619293
323,-1,101900070804,140,0.592466108290978,350,11.721500396728516,0.05054524491219025
324,-1,101900070805,221,1.838876069693491,351,20.0132999420166,0.09188270175439144
325,-1,101900070901,2,0.0054971895842749995,352,2.443180084228516,0.00225001407786559
326,-1,101900070902,2,0.012657429557293999,353,2.875,0.004402584193841391
327,-1,101900070903,16,0.263302696469054,354,6.320149898529053,0.041660830944901306
328,-1,101900070904,20,0.34435613922402597,355,4.587080001831055,0.07507088149466917
329,-1,101900070905,106,0.732732791171657,356,33.90069961547852,0.021614090549243497
330,-1,101900071001,55,0.47323570372100204,357,9.894189834594727,0.04782965676142054
331,-1,101900071002,126,1.195588871564297,358,16.82200050354004,0.0710729304349204
332,-1,101900071003,33,0.3593050326739439,359,14.099300384521484,0.025483890893508214
333,-1,101900071005,39,0.9483425371727209,361,12.9931001663208,0.0729881648746851
334,-1,101900071006,10,0.10732913855463302,362,4.896560192108153,0.021919293206609965
335,-1,101900071007,1,0.006355879828334,363,3.6632900238037114,0.001735019555381664
336,-1,101900071008,64,0.9603557093432759,364,30.032400131225586,0.03197732133119675
337,-1,101900080104,1,0.026410499587654998,365,0.7495350241661072,0.03523584453846959
338,-1,101900080105,9,0.07247964995985999,366,2.8739900588989262,0.025219172117675367
339,-1,101900080201,17,0.103126869420521,367,9.948829650878906,0.010365728737893355
340,-1,101900080202,7,0.025547959608956998,368,16.979700088500973,0.001504617836345569
341,-1,101900080204,23,0.24921891477424696,370,19.769699096679688,0.012606105614227743
342,-1,101900080301,5,0.024832221737597,371,5.51147985458374,0.004505545224291213
343,-1,101900080302,11,0.11806577317474902,372,2.91759991645813,0.04046674546045264
344,-1,101900080303,10,0.231176600325853,373,2.1172399520874023,0.10918771870799732
345,-1,101900080304,16,0.277851410442963,374,40.69179916381836,0.0068281918261805
346,-1,101900080306,60,0.22454001971345897,376,15.716699600219727,0.014286715749807917
